ID_completo,Fecha,Fecha_dt,Satelite,Nubes_inicial_%,Nubes_±5d_%,Nubes_vecinos_%,Nubes_DEM_%,Nubes_DEM_inverso_%,Nubes_MODIS_%,Snowline_DEM_m,Snowline_DEM_inverso_m,MODIS_iters,Export_task_description,Temporada,Fuente_csv,Error,Tif_logico,Ruta_tif,Nieve_km2,Nieve_pct_Andorra,Tierra_km2,Tierra_pct_Andorra,Nubes_km2,Nubes_pct_Andorra,Snowline_final_p20_m,Nieve_Arbolado_Denso_km2,Nieve_Arbolado_Denso_pct,Pct_cob_nevada_Arbolado_Denso,Nieve_Cultivos_km2,Nieve_Cultivos_pct,Pct_cob_nevada_Cultivos,Nieve_Vias_Comunicacion_km2,Nieve_Vias_Comunicacion_pct,Pct_cob_nevada_Vias_Comunicacion,Nieve_Matorrales_km2,Nieve_Matorrales_pct,Pct_cob_nevada_Matorrales,Nieve_Zonas_Desnudas_km2,Nieve_Zonas_Desnudas_pct,Pct_cob_nevada_Zonas_Desnudas,Nieve_Prados_km2,Nieve_Prados_pct,Pct_cob_nevada_Prados,Nieve_Roquedos_km2,Nieve_Roquedos_pct,Pct_cob_nevada_Roquedos,Nieve_Zonas_Deportivas_km2,Nieve_Zonas_Deportivas_pct,Pct_cob_nevada_Zonas_Deportivas,Nieve_Canchales_km2,Nieve_Canchales_pct,Pct_cob_nevada_Canchales,Nieve_Zonas_Urbanas_km2,Nieve_Zonas_Urbanas_pct,Pct_cob_nevada_Zonas_Urbanas,Nieve_Arbolado_Claro_km2,Nieve_Arbolado_Claro_pct,Pct_cob_nevada_Arbolado_Claro,Nieve_Aguas_km2,Nieve_Aguas_pct,Pct_cob_nevada_Aguas
COPERNICUS/S2_SR_HARMONIZED/20181222T105449_20181222T105730_T31TCH,2018-12-22,2018-12-22,SENTINEL_2,23.78,3.30,0.03,0.03,0.03,0.03,,,0.00,2018_12_22-Sentinel2,2018-2019,Tabla_Nubes_Snowline_2018_2019.csv,,2018_12_22-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2018_12_22-Sentinel2.tif,267.07,57.26,200.52,42.99,0.13,0.03,2142,46.36,17.36,24.58,1.29,0.48,16.04,0.65,0.24,23.86,26.88,10.07,61.96,2.72,1.02,68.77,102.60,38.42,87.67,26.03,9.75,81.44,0.01,0.00,4.70,55.72,20.86,92.01,0.90,0.34,12.69,1.64,0.61,83.31,1.70,0.64,84.52
COPERNICUS/S2_SR_HARMONIZED/20181224T104441_20181224T104437_T31TCH,2018-12-24,2018-12-24,SENTINEL_2,91.65,0.00,0.00,0.00,0.00,0.00,,,0.00,2018_12_24-Sentinel2,2018-2019,Tabla_Nubes_Snowline_2018_2019.csv,,2018_12_24-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2018_12_24-Sentinel2.tif,241.67,51.81,226.04,48.46,0.00,0.00,2183,36.40,15.06,19.30,0.53,0.22,6.66,0.52,0.22,19.24,23.91,9.89,55.11,2.65,1.10,66.93,95.09,39.35,81.25,24.21,10.02,75.74,0.01,0.00,4.70,54.02,22.35,89.20,0.74,0.31,10.49,1.36,0.56,68.99,1.69,0.70,83.85
COPERNICUS/S2_SR_HARMONIZED/20181227T105441_20181227T105439_T31TCH,2018-12-27,2018-12-27,SENTINEL_2,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,2018_12_27-Sentinel2,2018-2019,Tabla_Nubes_Snowline_2018_2019.csv,,2018_12_27-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2018_12_27-Sentinel2.tif,204.59,43.86,262.70,56.32,0.00,0.00,2226,23.21,11.35,12.31,0.35,0.17,4.32,0.30,0.15,11.18,20.63,10.08,47.55,2.44,1.19,61.68,82.83,40.49,70.78,21.17,10.35,66.22,0.00,0.00,2.91,50.33,24.60,83.11,0.29,0.14,4.03,0.94,0.46,47.74,1.62,0.79,80.54
COPERNICUS/S2_SR_HARMONIZED/20181229T104439_20181229T104438_T31TCH,2018-12-29,2018-12-29,SENTINEL_2,0.02,0.02,0.02,0.02,0.02,0.02,,,0.00,2018_12_29-Sentinel2,2018-2019,Tabla_Nubes_Snowline_2018_2019.csv,,2018_12_29-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2018_12_29-Sentinel2.tif,202.13,43.33,265.46,56.91,0.11,0.02,2210,27.25,13.48,14.45,0.52,0.26,6.44,0.38,0.19,14.09,20.12,9.96,46.38,2.48,1.23,62.82,77.94,38.56,66.59,20.19,9.99,63.16,0.01,0.01,8.42,49.27,24.37,81.35,0.98,0.49,13.88,0.86,0.43,43.86,1.65,0.82,81.90
COPERNICUS/S2_SR_HARMONIZED/20190101T105439_20190101T105645_T31TCH,2019-01-01,2019-01-01,SENTINEL_2,0.28,0.28,0.28,0.28,0.28,0.28,,,0.00,2019_01_01-Sentinel2,2018-2019,Tabla_Nubes_Snowline_2018_2019.csv,,2019_01_01-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2019_01_01-Sentinel2.tif,191.36,41.02,273.90,58.72,1.29,0.28,2226,24.20,12.65,12.83,0.29,0.15,3.67,0.27,0.14,9.96,19.54,10.21,45.04,2.37,1.24,59.88,74.21,38.78,63.41,19.48,10.18,60.95,0.01,0.00,4.05,47.56,24.85,78.53,0.52,0.27,7.30,0.81,0.43,41.34,1.63,0.85,80.81
COPERNICUS/S2_SR_HARMONIZED/20190103T104431_20190103T104708_T31TCH,2019-01-03,2019-01-03,SENTINEL_2,0.07,0.07,0.07,0.07,0.07,0.07,,,0.00,2019_01_03-Sentinel2,2018-2019,Tabla_Nubes_Snowline_2018_2019.csv,,2019_01_03-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2019_01_03-Sentinel2.tif,184.14,39.48,283.25,60.72,0.32,0.07,2227,22.32,12.12,11.83,0.33,0.18,4.08,0.30,0.16,11.09,19.20,10.43,44.26,2.42,1.31,61.19,71.27,38.71,60.90,17.87,9.71,55.91,0.01,0.00,6.56,46.96,25.50,77.54,0.67,0.36,9.46,0.73,0.40,37.26,1.63,0.89,81.04
COPERNICUS/S2_SR_HARMONIZED/20190106T105431_20190106T105433_T31TCH,2019-01-06,2019-01-06,SENTINEL_2,0.57,0.57,0.57,0.57,0.57,0.57,,,0.00,2019_01_06-Sentinel2,2018-2019,Tabla_Nubes_Snowline_2018_2019.csv,,2019_01_06-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2019_01_06-Sentinel2.tif,176.00,37.73,288.99,61.96,2.68,0.58,2245,18.08,10.27,9.58,0.18,0.10,2.23,0.22,0.12,7.98,18.77,10.66,43.25,2.35,1.34,59.47,70.18,39.87,59.96,17.50,9.94,54.74,0.00,0.00,1.21,45.86,26.06,75.72,0.16,0.09,2.26,0.70,0.40,35.33,1.61,0.91,79.69
COPERNICUS/S2_SR_HARMONIZED/20190108T104429_20190108T104424_T31TCH,2019-01-08,2019-01-08,SENTINEL_2,87.84,0.00,0.00,0.00,0.00,0.00,,,0.00,2019_01_08-Sentinel2,2018-2019,Tabla_Nubes_Snowline_2018_2019.csv,,2019_01_08-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2019_01_08-Sentinel2.tif,176.81,37.91,290.90,62.37,0.00,0.00,2247,17.88,10.11,9.48,0.18,0.10,2.25,0.22,0.12,7.96,18.90,10.69,43.57,2.34,1.32,59.12,70.46,39.85,60.21,17.64,9.97,55.17,0.00,0.00,1.21,46.33,26.20,76.51,0.17,0.09,2.34,0.69,0.39,34.96,1.61,0.91,79.59
COPERNICUS/S2_SR_HARMONIZED/20190111T105419_20190111T105807_T31TCH,2019-01-11,2019-01-11,SENTINEL_2,0.05,0.05,0.05,0.05,0.05,0.05,,,0.00,2019_01_11-Sentinel2,2018-2019,Tabla_Nubes_Snowline_2018_2019.csv,,2019_01_11-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2019_01_11-Sentinel2.tif,310.83,66.64,155.40,33.32,0.23,0.05,2023,69.23,22.27,36.70,4.26,1.37,53.11,1.36,0.44,50.11,31.47,10.12,72.53,3.14,1.01,79.33,111.14,35.75,94.96,27.71,8.92,86.70,0.06,0.02,45.50,55.94,18.00,92.37,2.40,0.77,33.84,1.82,0.59,92.42,1.75,0.56,86.79
COPERNICUS/S2_SR_HARMONIZED/20190113T104411_20190113T104748_T31TCH,2019-01-13,2019-01-13,SENTINEL_2,100.00,0.00,0.00,0.00,0.00,0.00,,,0.00,2019_01_13-Sentinel2,2018-2019,Tabla_Nubes_Snowline_2018_2019.csv,,2019_01_13-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2019_01_13-Sentinel2.tif,310.84,66.64,156.88,33.63,0.00,0.00,2023,69.23,22.27,36.70,4.26,1.37,53.11,1.36,0.44,50.11,31.47,10.12,72.53,3.14,1.01,79.33,111.14,35.75,94.96,27.72,8.92,86.70,0.06,0.02,45.50,55.94,18.00,92.37,2.40,0.77,33.84,1.82,0.59,92.42,1.75,0.56,86.79
COPERNICUS/S2_SR_HARMONIZED/20190116T105401_20190116T105431_T31TCH,2019-01-16,2019-01-16,SENTINEL_2,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,2019_01_16-Sentinel2,2018-2019,Tabla_Nubes_Snowline_2018_2019.csv,,2019_01_16-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2019_01_16-Sentinel2.tif,208.78,44.76,258.77,55.48,0.00,0.00,2192,27.15,13.01,14.39,0.73,0.35,9.10,0.42,0.20,15.45,22.17,10.62,51.11,2.54,1.22,64.33,84.27,40.36,72.00,19.93,9.54,62.33,0.00,0.00,3.08,47.84,22.91,78.99,0.50,0.24,7.00,1.09,0.52,55.28,1.68,0.80,83.18
COPERNICUS/S2_SR_HARMONIZED/20190121T105349_20190121T105535_T31TCH,2019-01-21,2019-01-21,SENTINEL_2,78.84,36.83,11.87,9.39,6.70,0.69,1899.00,1899.00,4.00,2019_01_21-Sentinel2,2018-2019,Tabla_Nubes_Snowline_2018_2019.csv,,2019_01_21-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2019_01_21-Sentinel2.tif,379.95,81.46,84.84,18.19,2.92,0.63,1886,127.34,33.52,67.51,4.40,1.16,54.92,1.67,0.44,61.47,35.46,9.33,81.74,3.37,0.89,85.14,112.66,29.65,96.27,29.70,7.82,92.90,0.02,0.00,14.74,58.50,15.40,96.59,2.56,0.67,36.18,1.88,0.50,95.57,1.77,0.47,87.86
COPERNICUS/S2_SR_HARMONIZED/20190123T104331_20190123T104426_T31TCH,2019-01-23,2019-01-23,SENTINEL_2,100.00,1.23,0.02,0.02,0.02,0.02,,,0.00,2019_01_23-Sentinel2,2018-2019,Tabla_Nubes_Snowline_2018_2019.csv,,2019_01_23-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2019_01_23-Sentinel2.tif,412.81,88.50,54.80,11.75,0.11,0.02,1780,143.09,34.66,75.85,7.09,1.72,88.43,2.19,0.53,80.56,39.79,9.64,91.71,3.68,0.89,93.03,115.98,28.10,99.10,31.23,7.56,97.68,0.09,0.02,70.19,59.73,14.47,98.63,5.48,1.33,77.45,1.95,0.47,98.91,1.86,0.45,92.09
COPERNICUS/S2_SR_HARMONIZED/20190126T105321_20190126T105420_T31TCH,2019-01-26,2019-01-26,SENTINEL_2,1.33,1.18,0.01,0.01,0.01,0.01,,,0.00,2019_01_26-Sentinel2,2018-2019,Tabla_Nubes_Snowline_2018_2019.csv,,2019_01_26-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2019_01_26-Sentinel2.tif,425.23,91.16,42.44,9.10,0.04,0.01,1738,151.18,35.55,80.14,7.86,1.85,98.05,2.44,0.57,89.61,40.92,9.62,94.31,3.86,0.91,97.58,116.66,27.43,99.68,31.28,7.36,97.85,0.12,0.03,94.40,60.11,14.14,99.26,6.30,1.48,88.97,1.96,0.46,99.53,1.88,0.44,93.10
COPERNICUS/S2_SR_HARMONIZED/20190128T104309_20190128T104651_T31TCH,2019-01-28,2019-01-28,SENTINEL_2,95.76,1.10,0.01,0.01,0.01,0.01,,,0.00,2019_01_28-Sentinel2,2018-2019,Tabla_Nubes_Snowline_2018_2019.csv,,2019_01_28-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2019_01_28-Sentinel2.tif,432.23,92.66,35.44,7.60,0.04,0.01,1714,156.38,36.18,82.90,7.93,1.83,98.94,2.54,0.59,93.59,41.77,9.66,96.28,3.89,0.90,98.42,116.73,27.01,99.74,31.56,7.30,98.74,0.12,0.03,94.40,60.12,13.91,99.28,6.60,1.53,93.28,1.97,0.46,99.87,1.93,0.45,95.86
COPERNICUS/S2_SR_HARMONIZED/20190205T105231_20190205T105330_T31TCH,2019-02-05,2019-02-05,SENTINEL_2,73.42,0.26,0.26,0.26,0.26,0.26,,,0.00,2019_02_05-Sentinel2,2018-2019,Tabla_Nubes_Snowline_2018_2019.csv,,2019_02_05-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2019_02_05-Sentinel2.tif,427.00,91.54,39.49,8.47,1.22,0.26,1736,158.57,37.13,84.06,7.43,1.74,92.76,2.27,0.53,83.60,39.47,9.24,90.98,3.73,0.87,94.26,115.73,27.10,98.89,30.76,7.20,96.22,0.10,0.02,79.67,60.03,14.06,99.13,4.46,1.05,63.07,1.95,0.46,99.09,1.84,0.43,91.32
COPERNICUS/S2_SR_HARMONIZED/20190207T104219_20190207T104637_T31TCH,2019-02-07,2019-02-07,SENTINEL_2,2.16,0.11,0.11,0.11,0.11,0.11,,,0.00,2019_02_07-Sentinel2,2018-2019,Tabla_Nubes_Snowline_2018_2019.csv,,2019_02_07-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2019_02_07-Sentinel2.tif,353.52,75.79,113.66,24.37,0.53,0.11,1911,94.61,26.76,50.16,6.63,1.87,82.69,1.82,0.51,66.97,35.37,10.00,81.51,3.53,1.00,89.32,114.96,32.52,98.23,29.58,8.37,92.55,0.07,0.02,55.86,59.29,16.77,97.90,3.32,0.94,46.94,1.92,0.54,97.69,1.79,0.51,88.77
COPERNICUS/S2_SR_HARMONIZED/20190210T105209_20190210T105626_T31TCH,2019-02-10,2019-02-10,SENTINEL_2,55.52,0.00,0.00,0.00,0.00,0.00,,,0.00,2019_02_10-Sentinel2,2018-2019,Tabla_Nubes_Snowline_2018_2019.csv,,2019_02_10-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2019_02_10-Sentinel2.tif,350.32,75.10,117.40,25.17,0.00,0.00,1943,97.08,27.71,51.46,5.97,1.71,74.55,1.64,0.47,60.29,33.91,9.68,78.17,3.36,0.96,84.99,113.76,32.47,97.20,28.66,8.18,89.65,0.07,0.02,53.27,58.82,16.79,97.13,2.74,0.78,38.75,1.90,0.54,96.63,1.78,0.51,88.44
COPERNICUS/S2_SR_HARMONIZED/20190212T104141_20190212T104426_T31TCH,2019-02-12,2019-02-12,SENTINEL_2,0.04,0.04,0.04,0.04,0.04,0.04,,,0.00,2019_02_12-Sentinel2,2018-2019,Tabla_Nubes_Snowline_2018_2019.csv,,2019_02_12-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2019_02_12-Sentinel2.tif,345.47,74.06,122.04,26.16,0.21,0.04,1951,93.31,27.01,49.46,5.88,1.70,73.40,1.60,0.46,58.77,33.68,9.75,77.62,3.34,0.97,84.49,113.62,32.89,97.08,28.44,8.23,88.96,0.06,0.02,51.98,58.61,16.96,96.78,2.64,0.76,37.33,1.90,0.55,96.28,1.78,0.52,88.40
COPERNICUS/S2_SR_HARMONIZED/20190215T105131_20190215T105754_T31TCH,2019-02-15,2019-02-15,SENTINEL_2,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,2019_02_15-Sentinel2,2018-2019,Tabla_Nubes_Snowline_2018_2019.csv,,2019_02_15-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2019_02_15-Sentinel2.tif,332.60,71.30,134.99,28.94,0.00,0.00,1987,85.70,25.77,45.43,5.57,1.68,69.54,1.37,0.41,50.36,32.79,9.86,75.58,3.25,0.98,82.24,112.26,33.75,95.92,27.56,8.29,86.22,0.06,0.02,48.50,57.64,17.33,95.18,2.15,0.65,30.31,1.87,0.56,95.18,1.77,0.53,87.89
COPERNICUS/S2_SR_HARMONIZED/20190217T104119_20190217T104422_T31TCH,2019-02-17,2019-02-17,SENTINEL_2,0.03,0.03,0.03,0.03,0.03,0.03,,,0.00,2019_02_17-Sentinel2,2018-2019,Tabla_Nubes_Snowline_2018_2019.csv,,2019_02_17-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2019_02_17-Sentinel2.tif,320.90,68.80,146.66,31.44,0.16,0.03,2006,79.54,24.79,42.16,5.00,1.56,62.45,1.26,0.39,46.43,31.69,9.88,73.05,3.15,0.98,79.78,110.69,34.49,94.58,26.61,8.29,83.24,0.06,0.02,45.18,56.85,17.72,93.87,1.84,0.57,26.03,1.86,0.58,94.21,1.76,0.55,87.43
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20190219,2019-02-19,2019-02-19,LANDSAT_8,5.14,0.01,0.01,0.01,0.01,0.01,,,0.00,2019_02_19-Landsat8,2018-2019,Tabla_Nubes_Snowline_2018_2019.csv,,2019_02_19-Landsat8.tif,/content/drive/MyDrive/Mapas_Nieve/2019_02_19-Landsat8.tif,381.20,81.72,87.89,18.84,0.03,0.01,1861,137.74,36.13,73.02,4.90,1.29,61.16,1.58,0.41,58.01,31.54,8.27,72.70,3.21,0.84,81.12,110.25,28.92,94.20,26.82,7.04,83.90,0.05,0.01,43.72,56.89,14.92,93.94,2.72,0.71,38.40,1.87,0.49,94.82,1.82,0.48,90.05
COPERNICUS/S2_SR_HARMONIZED/20190220T105059_20190220T105057_T31TCH,2019-02-20,2019-02-20,SENTINEL_2,0.02,0.02,0.02,0.02,0.02,0.02,,,0.00,2019_02_20-Sentinel2,2018-2019,Tabla_Nubes_Snowline_2018_2019.csv,,2019_02_20-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2019_02_20-Sentinel2.tif,313.52,67.22,154.02,33.02,0.08,0.02,2025,76.91,24.53,40.77,4.51,1.44,56.33,1.13,0.36,41.42,30.82,9.83,71.04,3.09,0.98,78.02,109.29,34.86,93.38,25.94,8.27,81.15,0.05,0.01,37.49,56.11,17.90,92.66,1.51,0.48,21.37,1.84,0.59,93.30,1.76,0.56,87.30
COPERNICUS/S2_SR_HARMONIZED/20190222T104041_20190222T104036_T31TCH,2019-02-22,2019-02-22,SENTINEL_2,0.01,0.01,0.01,0.01,0.01,0.01,,,0.00,2019_02_22-Sentinel2,2018-2019,Tabla_Nubes_Snowline_2018_2019.csv,,2019_02_22-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2019_02_22-Sentinel2.tif,295.50,63.35,172.16,36.91,0.05,0.01,2053,64.33,21.77,34.10,4.22,1.43,52.70,0.95,0.32,34.94,29.86,10.11,68.83,3.05,1.03,77.10,107.99,36.54,92.27,24.48,8.28,76.57,0.04,0.01,33.03,55.23,18.69,91.19,1.25,0.42,17.61,1.81,0.61,91.89,1.75,0.59,86.74
COPERNICUS/S2_SR_HARMONIZED/20190225T105021_20190225T105315_T31TCH,2019-02-25,2019-02-25,SENTINEL_2,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,2019_02_25-Sentinel2,2018-2019,Tabla_Nubes_Snowline_2018_2019.csv,,2019_02_25-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2019_02_25-Sentinel2.tif,286.62,61.45,181.08,38.82,0.00,0.00,2066,63.54,22.17,33.68,3.41,1.19,42.54,0.82,0.29,30.10,28.57,9.97,65.85,2.96,1.03,74.77,105.08,36.66,89.79,23.52,8.21,73.59,0.02,0.01,19.67,53.69,18.73,88.65,0.96,0.34,13.57,1.78,0.62,90.51,1.74,0.61,86.44
COPERNICUS/S2_SR_HARMONIZED/20190227T104019_20190227T104021_T31TCH,2019-02-27,2019-02-27,SENTINEL_2,0.03,0.03,0.03,0.03,0.03,0.03,,,0.00,2019_02_27-Sentinel2,2018-2019,Tabla_Nubes_Snowline_2018_2019.csv,,2019_02_27-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2019_02_27-Sentinel2.tif,271.89,58.29,195.67,41.95,0.15,0.03,2087,57.42,21.12,30.44,2.53,0.93,31.59,0.74,0.27,27.24,27.19,10.00,62.66,2.81,1.03,71.15,101.79,37.44,86.98,22.45,8.26,70.23,0.01,0.00,8.02,52.29,19.23,86.34,0.67,0.25,9.53,1.74,0.64,88.26,1.74,0.64,86.23
COPERNICUS/S2_SR_HARMONIZED/20190302T105029_20190302T105637_T31TCH,2019-03-02,2019-03-02,SENTINEL_2,0.73,0.73,0.73,0.73,0.73,0.73,,,0.00,2019_03_02-Sentinel2,2018-2019,Tabla_Nubes_Snowline_2018_2019.csv,,2019_03_02-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2019_03_02-Sentinel2.tif,264.81,56.77,199.51,42.77,3.39,0.73,2097,56.85,21.47,30.13,1.95,0.74,24.38,0.63,0.24,23.11,26.12,9.86,60.21,2.74,1.04,69.36,98.65,37.25,84.29,22.09,8.34,69.09,0.01,0.00,5.83,51.32,19.38,84.74,0.56,0.21,7.86,1.69,0.64,85.61,1.74,0.66,86.17
COPERNICUS/S2_SR_HARMONIZED/20190304T104021_20190304T104220_T31TCH,2019-03-04,2019-03-04,SENTINEL_2,29.62,0.19,0.19,0.19,0.19,0.19,,,0.00,2019_03_04-Sentinel2,2018-2019,Tabla_Nubes_Snowline_2018_2019.csv,,2019_03_04-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2019_03_04-Sentinel2.tif,252.90,54.22,213.91,45.86,0.90,0.19,2119,48.04,19.00,25.47,1.84,0.73,22.91,0.61,0.24,22.37,25.59,10.12,58.98,2.74,1.08,69.18,97.85,38.69,83.61,21.04,8.32,65.80,0.01,0.00,5.83,50.80,20.09,83.89,0.53,0.21,7.43,1.65,0.65,84.00,1.74,0.69,86.05
COPERNICUS/S2_SR_HARMONIZED/20190312T105119_20190312T105121_T31TCH,2019-03-12,2019-03-12,SENTINEL_2,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,2019_03_12-Sentinel2,2018-2019,Tabla_Nubes_Snowline_2018_2019.csv,,2019_03_12-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2019_03_12-Sentinel2.tif,239.95,51.44,227.76,48.83,0.00,0.00,2141,46.36,19.32,24.57,0.91,0.38,11.30,0.44,0.18,16.13,23.63,9.85,54.47,2.62,1.09,66.20,91.17,38.00,77.90,20.78,8.66,65.00,0.00,0.00,1.62,50.02,20.84,82.59,0.33,0.14,4.64,1.51,0.63,76.65,1.73,0.72,85.64
COPERNICUS/S2_SR_HARMONIZED/20190314T104021_20190314T104619_T31TCH,2019-03-14,2019-03-14,SENTINEL_2,0.01,0.01,0.01,0.01,0.01,0.01,,,0.00,2019_03_14-Sentinel2,2018-2019,Tabla_Nubes_Snowline_2018_2019.csv,,2019_03_14-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2019_03_14-Sentinel2.tif,236.84,50.78,230.83,49.49,0.04,0.01,2163,38.60,16.30,20.46,0.83,0.35,10.42,0.41,0.17,15.15,23.89,10.09,55.07,2.61,1.10,65.97,94.03,39.70,80.34,21.35,9.02,66.80,0.00,0.00,1.70,51.17,21.61,84.50,0.22,0.09,3.13,1.50,0.63,76.13,1.72,0.73,85.29
COPERNICUS/S2_SR_HARMONIZED/20190317T105021_20190317T105035_T31TCH,2019-03-17,2019-03-17,SENTINEL_2,1.74,0.01,0.01,0.01,0.01,0.01,,,0.00,2019_03_17-Sentinel2,2018-2019,Tabla_Nubes_Snowline_2018_2019.csv,,2019_03_17-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2019_03_17-Sentinel2.tif,219.32,47.02,248.36,53.24,0.04,0.01,2156,39.10,17.83,20.73,0.57,0.26,7.17,0.34,0.15,12.38,22.48,10.25,51.81,2.55,1.16,64.44,85.33,38.91,72.91,18.24,8.32,57.07,0.00,0.00,1.38,47.03,21.45,77.67,0.24,0.11,3.35,1.32,0.60,66.85,1.72,0.78,85.07
COPERNICUS/S2_SR_HARMONIZED/20190319T104019_20190319T104101_T31TCH,2019-03-19,2019-03-19,SENTINEL_2,97.41,0.00,0.00,0.00,0.00,0.00,,,0.00,2019_03_19-Sentinel2,2018-2019,Tabla_Nubes_Snowline_2018_2019.csv,,2019_03_19-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2019_03_19-Sentinel2.tif,220.39,47.25,247.33,53.02,0.00,0.00,2155,40.11,18.20,21.26,0.58,0.26,7.21,0.34,0.16,12.63,22.35,10.14,51.52,2.55,1.16,64.43,85.16,38.64,72.76,18.40,8.35,57.57,0.00,0.00,1.38,47.20,21.42,77.94,0.26,0.12,3.62,1.32,0.60,66.85,1.72,0.78,85.07
COPERNICUS/S2_SR_HARMONIZED/20190322T105029_20190322T105540_T31TCH,2019-03-22,2019-03-22,SENTINEL_2,0.08,0.08,0.08,0.08,0.08,0.08,,,0.00,2019_03_22-Sentinel2,2018-2019,Tabla_Nubes_Snowline_2018_2019.csv,,2019_03_22-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2019_03_22-Sentinel2.tif,225.39,48.32,241.93,51.87,0.39,0.08,2164,40.85,18.12,21.65,0.44,0.19,5.48,0.32,0.14,11.88,22.66,10.05,52.22,2.54,1.13,64.29,86.54,38.39,73.94,20.07,8.90,62.79,0.00,0.00,1.13,48.31,21.43,79.77,0.24,0.10,3.34,1.25,0.55,63.30,1.72,0.76,85.40
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20190323,2019-03-23,2019-03-23,LANDSAT_8,13.42,0.00,0.00,0.00,0.00,0.00,,,0.00,2019_03_23-Landsat8,2018-2019,Tabla_Nubes_Snowline_2018_2019.csv,,2019_03_23-Landsat8.tif,/content/drive/MyDrive/Mapas_Nieve/2019_03_23-Landsat8.tif,260.64,55.88,208.49,44.70,0.00,0.00,2065,71.63,27.48,37.97,0.47,0.18,5.83,0.38,0.15,13.97,22.87,8.78,52.72,2.60,1.00,65.87,87.62,33.62,74.87,20.88,8.01,65.31,0.00,0.00,0.00,49.33,18.93,81.45,0.36,0.14,5.09,1.29,0.49,65.48,1.74,0.67,86.03
COPERNICUS/S2_SR_HARMONIZED/20190324T104021_20190324T104904_T31TCH,2019-03-24,2019-03-24,SENTINEL_2,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,2019_03_24-Sentinel2,2018-2019,Tabla_Nubes_Snowline_2018_2019.csv,,2019_03_24-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2019_03_24-Sentinel2.tif,202.76,43.47,264.96,56.80,0.00,0.00,2180,32.15,15.86,17.04,0.34,0.17,4.22,0.24,0.12,8.84,21.42,10.56,49.37,2.47,1.22,62.51,80.51,39.70,68.79,16.90,8.33,52.87,0.00,0.00,1.21,45.34,22.36,74.88,0.16,0.08,2.27,1.12,0.55,56.88,1.71,0.84,84.77
