ID_completo,Fecha,Fecha_dt,Satelite,Nubes_inicial_%,Nubes_±5d_%,Nubes_vecinos_%,Nubes_DEM_%,Nubes_DEM_inverso_%,Nubes_MODIS_%,Snowline_DEM_m,Snowline_DEM_inverso_m,MODIS_iters,Export_task_description
COPERNICUS/S2_SR_HARMONIZED/20240608T104631_20240608T105602_T31TCH,2024-06-08,2024-06-08,SENTINEL_2,15.30,0.41,0.41,0.41,0.41,0.41,,,0,2024_06_08-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240610T103629_20240610T104747_T31TCH,2024-06-10,2024-06-10,SENTINEL_2,95.05,0.41,0.41,0.41,0.41,0.41,,,0,2024_06_10-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240613T104619_20240613T105852_T31TCH,2024-06-13,2024-06-13,SENTINEL_2,0.14,0.14,0.14,0.14,0.14,0.14,,,0,2024_06_13-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240615T104031_20240615T104525_T31TCH,2024-06-15,2024-06-15,SENTINEL_2,78.96,0.01,0.01,0.01,0.01,0.01,,,0,2024_06_15-Sentinel2
LANDSAT/LC09/C02/T1_TOA/LC09_198030_20240616,2024-06-16,2024-06-16,LANDSAT_9,6.41,0.08,0.08,0.08,0.08,0.08,,,0,2024_06_16-Landsat9
COPERNICUS/S2_SR_HARMONIZED/20240618T105031_20240618T105747_T31TCH,2024-06-18,2024-06-18,SENTINEL_2,1.00,1.00,1.00,1.00,1.00,1.00,,,0,2024_06_18-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240620T103629_20240620T104851_T31TCH,2024-06-20,2024-06-20,SENTINEL_2,99.34,0.34,0.34,0.34,0.34,0.34,,,0,2024_06_20-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240623T104619_20240623T105856_T31TCH,2024-06-23,2024-06-23,SENTINEL_2,13.87,0.10,0.10,0.10,0.10,0.10,,,0,2024_06_23-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20240624,2024-06-24,2024-06-24,LANDSAT_8,0.45,0.45,0.45,0.45,0.45,0.45,,,0,2024_06_24-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20240625T103631_20240625T103955_T31TCH,2024-06-25,2024-06-25,SENTINEL_2,34.78,0.10,0.10,0.10,0.10,0.10,,,0,2024_06_25-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240628T105031_20240628T105606_T31TCH,2024-06-28,2024-06-28,SENTINEL_2,0.00,0.00,0.00,0.00,0.00,0.00,,,0,2024_06_28-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240630T103629_20240630T103658_T31TCH,2024-06-30,2024-06-30,SENTINEL_2,99.34,0.00,0.00,0.00,0.00,0.00,,,0,2024_06_30-Sentinel2
