CLOUD_COVER,ID_completo,EARTH_SUN_DISTANCE,Fecha,ID,IMAGE_QUALITY_TIER,INDEX_ID,SUN_AZIMUTH,SUN_ELEVATION,Satelite,Sensor,WRS_PATH,WRS_ROW
85.658035,COPERNICUS/S2_SR_HARMONIZED/20181214T104431_20181214T104430_T31TCH,,2018-12-14,20181214T104431_20181214T104430_T31TCH,,20181214T104431_20181214T104430_T31TCH,164.937532806,22.477266563900002,SENTINEL_2,,,
31.325231,COPERNICUS/S2_SR_HARMONIZED/20181217T105441_20181217T105437_T31TCH,,2018-12-17,20181217T105441_20181217T105437_T31TCH,,20181217T105441_20181217T105437_T31TCH,167.044017852,22.717295041499995,SENTINEL_2,,,
27.6,LANDSAT/LC08/C02/T1_TOA/LC08_198030_20181217,0.9840378,2018-12-17,1_2_LC08_198030_20181217,,LC08_198030_20181217,162.07140801,21.38190843,LANDSAT_8,OLI_TIRS,198,30
2.326126,COPERNICUS/S2_SR_HARMONIZED/20181219T104439_20181219T104439_T31TCH,,2018-12-19,20181219T104439_20181219T104439_T31TCH,,20181219T104439_20181219T104439_T31TCH,164.405674712,22.172114089800004,SENTINEL_2,,,
51.682387,COPERNICUS/S2_SR_HARMONIZED/20181222T105449_20181222T105730_T31TCH,,2018-12-22,20181222T105449_20181222T105730_T31TCH,,20181222T105449_20181222T105730_T31TCH,166.473448425,22.5409867643,SENTINEL_2,,,
95.186105,COPERNICUS/S2_SR_HARMONIZED/20181224T104441_20181224T104437_T31TCH,,2018-12-24,20181224T104441_20181224T104437_T31TCH,,20181224T104441_20181224T104437_T31TCH,163.797098597,22.046806564700006,SENTINEL_2,,,
4.737739,COPERNICUS/S2_SR_HARMONIZED/20181227T105441_20181227T105439_T31TCH,,2018-12-27,20181227T105441_20181227T105439_T31TCH,,20181227T105441_20181227T105439_T31TCH,165.835772536,22.547444964099995,SENTINEL_2,,,
23.172364,COPERNICUS/S2_SR_HARMONIZED/20181229T104439_20181229T104438_T31TCH,,2018-12-29,20181229T104439_20181229T104438_T31TCH,,20181229T104439_20181229T104438_T31TCH,163.174156822,22.114358322300006,SENTINEL_2,,,
27.704962,COPERNICUS/S2_SR_HARMONIZED/20190101T105439_20190101T105645_T31TCH,,2019-01-01,20190101T105439_20190101T105645_T31TCH,,20190101T105439_20190101T105645_T31TCH,165.196319263,22.747398025600006,SENTINEL_2,,,
59.2,LANDSAT/LC08/C02/T1_TOA/LC08_198030_20190102,0.9833024,2019-01-02,1_2_LC08_198030_20190102,,LC08_198030_20190102,160.08021988,21.34247233,LANDSAT_8,OLI_TIRS,198,30
1.009061,COPERNICUS/S2_SR_HARMONIZED/20190103T104431_20190103T104708_T31TCH,,2019-01-03,20190103T104431_20190103T104708_T31TCH,,20190103T104431_20190103T104708_T31TCH,162.490248765,22.3628667526,SENTINEL_2,,,
30.253334,COPERNICUS/S2_SR_HARMONIZED/20190106T105431_20190106T105433_T31TCH,,2019-01-06,20190106T105431_20190106T105433_T31TCH,,20190106T105431_20190106T105433_T31TCH,164.50999218,23.129135863800002,SENTINEL_2,,,
89.58654,COPERNICUS/S2_SR_HARMONIZED/20190108T104429_20190108T104424_T31TCH,,2019-01-08,20190108T104429_20190108T104424_T31TCH,,20190108T104429_20190108T104424_T31TCH,161.815501068,22.8038407472,SENTINEL_2,,,
5.656435,COPERNICUS/S2_SR_HARMONIZED/20190111T105419_20190111T105807_T31TCH,,2019-01-11,20190111T105419_20190111T105807_T31TCH,,20190111T105419_20190111T105807_T31TCH,163.847341499,23.701004486900004,SENTINEL_2,,,
97.998574,COPERNICUS/S2_SR_HARMONIZED/20190113T104411_20190113T104748_T31TCH,,2019-01-13,20190113T104411_20190113T104748_T31TCH,,20190113T104411_20190113T104748_T31TCH,161.105685271,23.420762426899998,SENTINEL_2,,,
1.950064,COPERNICUS/S2_SR_HARMONIZED/20190116T105401_20190116T105431_T31TCH,,2019-01-16,20190116T105401_20190116T105431_T31TCH,,20190116T105401_20190116T105431_T31TCH,163.163094185,24.446437362400005,SENTINEL_2,,,
63.859844,COPERNICUS/S2_SR_HARMONIZED/20190118T104359_20190118T104835_T31TCH,,2019-01-18,20190118T104359_20190118T104835_T31TCH,,20190118T104359_20190118T104835_T31TCH,160.429643481,24.221895084600007,SENTINEL_2,,,
82.92,LANDSAT/LC08/C02/T1_TOA/LC08_198030_20190118,0.9837855,2019-01-18,1_2_LC08_198030_20190118,,LC08_198030_20190118,157.802373,23.18898146,LANDSAT_8,OLI_TIRS,198,30
66.517347,COPERNICUS/S2_SR_HARMONIZED/20190121T105349_20190121T105535_T31TCH,,2019-01-21,20190121T105349_20190121T105535_T31TCH,,20190121T105349_20190121T105535_T31TCH,162.525035271,25.370331216500006,SENTINEL_2,,,
86.342777,COPERNICUS/S2_SR_HARMONIZED/20190123T104331_20190123T104426_T31TCH,,2019-01-23,20190123T104331_20190123T104426_T31TCH,,20190123T104331_20190123T104426_T31TCH,159.73862743,25.185225804699996,SENTINEL_2,,,
25.120995,COPERNICUS/S2_SR_HARMONIZED/20190126T105321_20190126T105420_T31TCH,,2019-01-26,20190126T105321_20190126T105420_T31TCH,,20190126T105321_20190126T105420_T31TCH,161.881156129,26.4507765978,SENTINEL_2,,,
86.200597,COPERNICUS/S2_SR_HARMONIZED/20190128T104309_20190128T104651_T31TCH,,2019-01-28,20190128T104309_20190128T104651_T31TCH,,20190128T104309_20190128T104651_T31TCH,159.095374231,26.315501896900003,SENTINEL_2,,,
50.599901,COPERNICUS/S2_SR_HARMONIZED/20190131T105259_20190131T105301_T31TCH,,2019-01-31,20190131T105259_20190131T105301_T31TCH,,20190131T105259_20190131T105301_T31TCH,161.29494615,27.690300633600003,SENTINEL_2,,,
77.452909,COPERNICUS/S2_SR_HARMONIZED/20190202T104241_20190202T104242_T31TCH,,2019-02-02,20190202T104241_20190202T104242_T31TCH,,20190202T104241_20190202T104242_T31TCH,158.447421663,27.587253654900003,SENTINEL_2,,,
68.39,LANDSAT/LC08/C02/T1_TOA/LC08_198030_20190203,0.9856285,2019-02-03,1_2_LC08_198030_20190203,,LC08_198030_20190203,155.58188722,26.75925905,LANDSAT_8,OLI_TIRS,198,30
45.363176,COPERNICUS/S2_SR_HARMONIZED/20190205T105231_20190205T105330_T31TCH,,2019-02-05,20190205T105231_20190205T105330_T31TCH,,20190205T105231_20190205T105330_T31TCH,160.713144447,29.0639915437,SENTINEL_2,,,
62.907974,COPERNICUS/S2_SR_HARMONIZED/20190207T104219_20190207T104637_T31TCH,,2019-02-07,20190207T104219_20190207T104637_T31TCH,,20190207T104219_20190207T104637_T31TCH,157.858707403,29.003552399599997,SENTINEL_2,,,
69.593473,COPERNICUS/S2_SR_HARMONIZED/20190210T105209_20190210T105626_T31TCH,,2019-02-10,20190210T105209_20190210T105626_T31TCH,,20190210T105209_20190210T105626_T31TCH,160.200299508,30.572571287899997,SENTINEL_2,,,
7.385748,COPERNICUS/S2_SR_HARMONIZED/20190212T104141_20190212T104426_T31TCH,,2019-02-12,20190212T104141_20190212T104426_T31TCH,,20190212T104141_20190212T104426_T31TCH,157.274685129,30.5359798075,SENTINEL_2,,,
0.85402,COPERNICUS/S2_SR_HARMONIZED/20190215T105131_20190215T105754_T31TCH,,2019-02-15,20190215T105131_20190215T105754_T31TCH,,20190215T105131_20190215T105754_T31TCH,159.699597198,32.1886188767,SENTINEL_2,,,
3.585161,COPERNICUS/S2_SR_HARMONIZED/20190217T104119_20190217T104422_T31TCH,,2019-02-17,20190217T104119_20190217T104422_T31TCH,,20190217T104119_20190217T104422_T31TCH,156.757609756,32.1862612778,SENTINEL_2,,,
33.65,LANDSAT/LC08/C02/T1_TOA/LC08_198030_20190219,0.9884658,2019-02-19,1_2_LC08_198030_20190219,,LC08_198030_20190219,153.60723568,31.70744166,LANDSAT_8,OLI_TIRS,198,30
0.841445,COPERNICUS/S2_SR_HARMONIZED/20190220T105059_20190220T105057_T31TCH,,2019-02-20,20190220T105059_20190220T105057_T31TCH,,20190220T105059_20190220T105057_T31TCH,159.272530575,33.9114618958,SENTINEL_2,,,
1.090032,COPERNICUS/S2_SR_HARMONIZED/20190222T104041_20190222T104036_T31TCH,,2019-02-22,20190222T104041_20190222T104036_T31TCH,,20190222T104041_20190222T104036_T31TCH,156.245233745,33.9234057384,SENTINEL_2,,,
0.717822,COPERNICUS/S2_SR_HARMONIZED/20190225T105021_20190225T105315_T31TCH,,2019-02-25,20190225T105021_20190225T105315_T31TCH,,20190225T105021_20190225T105315_T31TCH,158.852659668,35.7118498936,SENTINEL_2,,,
0.960164,COPERNICUS/S2_SR_HARMONIZED/20190227T104019_20190227T104021_T31TCH,,2019-02-27,20190227T104019_20190227T104021_T31TCH,,20190227T104019_20190227T104021_T31TCH,155.793631819,35.7484333861,SENTINEL_2,,,
29.243273,COPERNICUS/S2_SR_HARMONIZED/20190302T105029_20190302T105637_T31TCH,,2019-03-02,20190302T105029_20190302T105637_T31TCH,,20190302T105029_20190302T105637_T31TCH,158.497971356,37.5891868084,SENTINEL_2,,,
74.157756,COPERNICUS/S2_SR_HARMONIZED/20190304T104021_20190304T104220_T31TCH,,2019-03-04,20190304T104021_20190304T104220_T31TCH,,20190304T104021_20190304T104220_T31TCH,155.335828891,37.629857045,SENTINEL_2,,,
61.001557,COPERNICUS/S2_SR_HARMONIZED/20190307T105021_20190307T105430_T31TCH,,2019-03-07,20190307T105021_20190307T105430_T31TCH,,20190307T105021_20190307T105430_T31TCH,158.140103668,39.5136902755,SENTINEL_2,,,
45.08,LANDSAT/LC08/C02/T1_TOA/LC08_198030_20190307,0.9922991,2019-03-07,1_2_LC08_198030_20190307,,LC08_198030_20190307,151.89739871,37.57378922,LANDSAT_8,OLI_TIRS,198,30
95.927123,COPERNICUS/S2_SR_HARMONIZED/20190309T104019_20190309T104019_T31TCH,,2019-03-09,20190309T104019_20190309T104019_T31TCH,,20190309T104019_20190309T104019_T31TCH,154.93234932,39.5689047059,SENTINEL_2,,,
31.027356,COPERNICUS/S2_SR_HARMONIZED/20190312T105119_20190312T105121_T31TCH,,2019-03-12,20190312T105119_20190312T105121_T31TCH,,20190312T105119_20190312T105121_T31TCH,157.843441121,41.4852578737,SENTINEL_2,,,
43.24248,COPERNICUS/S2_SR_HARMONIZED/20190314T104021_20190314T104619_T31TCH,,2019-03-14,20190314T104021_20190314T104619_T31TCH,,20190314T104021_20190314T104619_T31TCH,154.524550384,41.5362711586,SENTINEL_2,,,
56.130571,COPERNICUS/S2_SR_HARMONIZED/20190317T105021_20190317T105035_T31TCH,,2019-03-17,20190317T105021_20190317T105035_T31TCH,,20190317T105021_20190317T105035_T31TCH,157.548271053,43.4765137493,SENTINEL_2,,,
89.942958,COPERNICUS/S2_SR_HARMONIZED/20190319T104019_20190319T104101_T31TCH,,2019-03-19,20190319T104019_20190319T104101_T31TCH,,20190319T104019_20190319T104101_T31TCH,154.14748317,43.5267307255,SENTINEL_2,,,
0.621395,COPERNICUS/S2_SR_HARMONIZED/20190322T105029_20190322T105540_T31TCH,,2019-03-22,20190322T105029_20190322T105540_T31TCH,,20190322T105029_20190322T105540_T31TCH,157.280496431,45.4793722649,SENTINEL_2,,,
7.95,LANDSAT/LC08/C02/T1_TOA/LC08_198030_20190323,0.9965873,2019-03-23,1_2_LC08_198030_20190323,,LC08_198030_20190323,150.29209746,43.84875965,LANDSAT_8,OLI_TIRS,198,30
0.900052,COPERNICUS/S2_SR_HARMONIZED/20190324T104021_20190324T104904_T31TCH,,2019-03-24,20190324T104021_20190324T104904_T31TCH,,20190324T104021_20190324T104904_T31TCH,153.750563699,45.5147426584,SENTINEL_2,,,
1.77425,COPERNICUS/S2_SR_HARMONIZED/20190327T105031_20190327T105026_T31TCH,,2019-03-27,20190327T105031_20190327T105026_T31TCH,,20190327T105031_20190327T105026_T31TCH,156.98869343,47.4709669776,SENTINEL_2,,,
24.789456,COPERNICUS/S2_SR_HARMONIZED/20190329T104029_20190329T104024_T31TCH,,2019-03-29,20190329T104029_20190329T104024_T31TCH,,20190329T104029_20190329T104024_T31TCH,153.355601724,47.493896823,SENTINEL_2,,,
58.085933,COPERNICUS/S2_SR_HARMONIZED/20190401T105029_20190401T105221_T31TCH,,2019-04-01,20190401T105029_20190401T105221_T31TCH,,20190401T105029_20190401T105221_T31TCH,156.700103164,49.4449408519,SENTINEL_2,,,
83.584143,COPERNICUS/S2_SR_HARMONIZED/20190403T104021_20190403T104855_T31TCH,,2019-04-03,20190403T104021_20190403T104855_T31TCH,,20190403T104021_20190403T104855_T31TCH,152.907049467,49.4388036324,SENTINEL_2,,,
94.305569,COPERNICUS/S2_SR_HARMONIZED/20190406T105031_20190406T105028_T31TCH,,2019-04-06,20190406T105031_20190406T105028_T31TCH,,20190406T105031_20190406T105028_T31TCH,156.353196692,51.3766144236,SENTINEL_2,,,
67.58,LANDSAT/LC08/C02/T1_TOA/LC08_198030_20190408,1.0012199,2019-04-08,1_2_LC08_198030_20190408,,LC08_198030_20190408,148.47459937,50.01223148,LANDSAT_8,OLI_TIRS,198,30
93.339569,COPERNICUS/S2_SR_HARMONIZED/20190408T104029_20190408T104058_T31TCH,,2019-04-08,20190408T104029_20190408T104058_T31TCH,,20190408T104029_20190408T104058_T31TCH,152.442090921,51.3457779428,SENTINEL_2,,,
90.027225,COPERNICUS/S2_SR_HARMONIZED/20190411T105029_20190411T105100_T31TCH,,2019-04-11,20190411T105029_20190411T105100_T31TCH,,20190411T105029_20190411T105100_T31TCH,155.993569138,53.2625555296,SENTINEL_2,,,
20.241339,COPERNICUS/S2_SR_HARMONIZED/20190413T104021_20190413T104505_T31TCH,,2019-04-13,20190413T104021_20190413T104505_T31TCH,,20190413T104021_20190413T104505_T31TCH,151.892644331,53.1867364238,SENTINEL_2,,,
76.184734,COPERNICUS/S2_SR_HARMONIZED/20190416T105031_20190416T105029_T31TCH,,2019-04-16,20190416T105031_20190416T105029_T31TCH,,20190416T105031_20190416T105029_T31TCH,155.543634513,55.0755229364,SENTINEL_2,,,
99.999884,COPERNICUS/S2_SR_HARMONIZED/20190418T104029_20190418T104115_T31TCH,,2019-04-18,20190418T104029_20190418T104115_T31TCH,,20190418T104029_20190418T104115_T31TCH,151.314900819,54.9619798354,SENTINEL_2,,,
98.73025,COPERNICUS/S2_SR_HARMONIZED/20190421T105039_20190421T105033_T31TCH,,2019-04-21,20190421T105039_20190421T105033_T31TCH,,20190421T105039_20190421T105033_T31TCH,155.064154526,56.8152802734,SENTINEL_2,,,
92.653127,COPERNICUS/S2_SR_HARMONIZED/20190423T104031_20190423T104025_T31TCH,,2019-04-23,20190423T104031_20190423T104025_T31TCH,,20190423T104031_20190423T104025_T31TCH,150.615739994,56.6395099626,SENTINEL_2,,,
54.7,LANDSAT/LC08/C02/T1_TOA/LC08_198030_20190424,1.0056512,2019-04-24,1_2_LC08_198030_20190424,,LC08_198030_20190424,146.07148722,55.557133,LANDSAT_8,OLI_TIRS,198,30
69.805239,COPERNICUS/S2_SR_HARMONIZED/20190426T105031_20190426T105613_T31TCH,,2019-04-26,20190426T105031_20190426T105613_T31TCH,,20190426T105031_20190426T105613_T31TCH,154.450625913,58.4520312136,SENTINEL_2,,,
18.633764,COPERNICUS/S2_SR_HARMONIZED/20190428T104029_20190428T104242_T31TCH,,2019-04-28,20190428T104029_20190428T104242_T31TCH,,20190428T104029_20190428T104242_T31TCH,149.871724523,58.2251873365,SENTINEL_2,,,
1.070266,COPERNICUS/S2_SR_HARMONIZED/20190501T105039_20190501T105819_T31TCH,,2019-05-01,20190501T105039_20190501T105819_T31TCH,,20190501T105039_20190501T105819_T31TCH,153.791417448,59.9906437361,SENTINEL_2,,,
91.572568,COPERNICUS/S2_SR_HARMONIZED/20190503T104031_20190503T104710_T31TCH,,2019-05-03,20190503T104031_20190503T104710_T31TCH,,20190503T104031_20190503T104710_T31TCH,148.975290769,59.6836111687,SENTINEL_2,,,
18.882085,COPERNICUS/S2_SR_HARMONIZED/20190506T105031_20190506T105031_T31TCH,,2019-05-06,20190506T105031_20190506T105031_T31TCH,,20190506T105031_20190506T105031_T31TCH,152.968009069,61.3979462792,SENTINEL_2,,,
98.058146,COPERNICUS/S2_SR_HARMONIZED/20190508T104029_20190508T104728_T31TCH,,2019-05-08,20190508T104029_20190508T104728_T31TCH,,20190508T104029_20190508T104728_T31TCH,148.040470139788,61.0267474563895,SENTINEL_2,,,
75.08,LANDSAT/LC08/C02/T1_TOA/LC08_198030_20190510,1.0097094,2019-05-10,1_2_LC08_198030_20190510,,LC08_198030_20190510,142.96901644,60.05302512,LANDSAT_8,OLI_TIRS,198,30
92.049164,COPERNICUS/S2_SR_HARMONIZED/20190511T105039_20190511T105205_T31TCH,,2019-05-11,20190511T105039_20190511T105205_T31TCH,,20190511T105039_20190511T105205_T31TCH,152.109126281,62.6844963385,SENTINEL_2,,,
6.889163,COPERNICUS/S2_SR_HARMONIZED/20190513T104031_20190513T104742_T31TCH,,2019-05-13,20190513T104031_20190513T104742_T31TCH,,20190513T104031_20190513T104742_T31TCH,146.951906659,62.216278904,SENTINEL_2,,,
10.75725,COPERNICUS/S2_SR_HARMONIZED/20190516T105031_20190516T105030_T31TCH,,2019-05-16,20190516T105031_20190516T105030_T31TCH,,20190516T105031_20190516T105030_T31TCH,151.085714543,63.8145136194,SENTINEL_2,,,
87.384043,COPERNICUS/S2_SR_HARMONIZED/20190518T104029_20190518T104031_T31TCH,,2019-05-18,20190518T104029_20190518T104031_T31TCH,,20190518T104029_20190518T104031_T31TCH,145.864325888,63.272173703,SENTINEL_2,,,
50.904873,COPERNICUS/S2_SR_HARMONIZED/20190523T104031_20190523T104739_T31TCH,,2019-05-23,20190523T104031_20190523T104739_T31TCH,,20190523T104031_20190523T104739_T31TCH,144.647840336,64.153516972,SENTINEL_2,,,
85.007016,COPERNICUS/S2_SR_HARMONIZED/20190526T105031_20190526T105519_T31TCH,,2019-05-26,20190526T105031_20190526T105519_T31TCH,,20190526T105031_20190526T105519_T31TCH,148.904459421,65.6213351,SENTINEL_2,,,
89.71,LANDSAT/LC08/C02/T1_TOA/LC08_198030_20190526,1.0130012,2019-05-26,1_2_LC08_198030_20190526,,LC08_198030_20190526,139.19352304,63.06957504,LANDSAT_8,OLI_TIRS,198,30
49.55791,COPERNICUS/S2_SR_HARMONIZED/20190528T104029_20190528T104522_T31TCH,,2019-05-28,20190528T104029_20190528T104522_T31TCH,,20190528T104029_20190528T104522_T31TCH,143.495316189,64.890291468,SENTINEL_2,,,
0.595148,COPERNICUS/S2_SR_HARMONIZED/20190531T105039_20190531T105900_T31TCH,,2019-05-31,20190531T105039_20190531T105900_T31TCH,,20190531T105039_20190531T105900_T31TCH,147.816407799,66.288064052,SENTINEL_2,,,
4.275771,COPERNICUS/S2_SR_HARMONIZED/20190602T104031_20190602T104459_T31TCH,,2019-06-02,20190602T104031_20190602T104459_T31TCH,,20190602T104031_20190602T104459_T31TCH,142.273355685,65.44012184569999,SENTINEL_2,,,
91.602817,COPERNICUS/S2_SR_HARMONIZED/20190605T105031_20190605T105539_T31TCH,,2019-06-05,20190605T105031_20190605T105539_T31TCH,,20190605T105031_20190605T105539_T31TCH,146.653399122,66.7676338865,SENTINEL_2,,,
80.035416,COPERNICUS/S2_SR_HARMONIZED/20190607T104029_20190607T104533_T31TCH,,2019-06-07,20190607T104029_20190607T104533_T31TCH,,20190607T104029_20190607T104533_T31TCH,141.217331618,65.8453871485,SENTINEL_2,,,
85.220123,COPERNICUS/S2_SR_HARMONIZED/20190610T105039_20190610T105331_T31TCH,,2019-06-10,20190610T105039_20190610T105331_T31TCH,,20190610T105039_20190610T105331_T31TCH,145.675459817,67.0996610461,SENTINEL_2,,,
17.148331,COPERNICUS/S2_SR_HARMONIZED/20190612T104031_20190612T104220_T31TCH,,2019-06-12,20190612T104031_20190612T104220_T31TCH,,20190612T104031_20190612T104220_T31TCH,140.200979273,66.0672667456,SENTINEL_2,,,
68.041601,COPERNICUS/S2_SR_HARMONIZED/20190615T105031_20190615T105149_T31TCH,,2019-06-15,20190615T105031_20190615T105149_T31TCH,,20190615T105031_20190615T105149_T31TCH,144.744358729,67.250135348,SENTINEL_2,,,
10.803788,COPERNICUS/S2_SR_HARMONIZED/20190617T104029_20190617T104830_T31TCH,,2019-06-17,20190617T104029_20190617T104830_T31TCH,,20190617T104029_20190617T104830_T31TCH,139.434491945,66.1493801682,SENTINEL_2,,,
82.120649,COPERNICUS/S2_SR_HARMONIZED/20190620T105039_20190620T105906_T31TCH,,2019-06-20,20190620T105039_20190620T105906_T31TCH,,20190620T105039_20190620T105906_T31TCH,144.067042198,67.2561875289,SENTINEL_2,,,
64.206634,COPERNICUS/S2_SR_HARMONIZED/20190622T104031_20190622T104026_T31TCH,,2019-06-22,20190622T104031_20190622T104026_T31TCH,,20190622T104031_20190622T104026_T31TCH,138.808586098,66.0626138508,SENTINEL_2,,,
49.639978,COPERNICUS/S2_SR_HARMONIZED/20190625T105031_20190625T105346_T31TCH,,2019-06-25,20190625T105031_20190625T105346_T31TCH,,20190625T105031_20190625T105346_T31TCH,143.529044509,67.0936584873,SENTINEL_2,,,
0.38,LANDSAT/LC08/C02/T1_TOA/LC08_198030_20190627,1.0165813,2019-06-27,1_2_LC08_198030_20190627,,LC08_198030_20190627,133.97191548,64.20527845,LANDSAT_8,OLI_TIRS,198,30
0.002278,COPERNICUS/S2_SR_HARMONIZED/20190627T104029_20190627T104030_T31TCH,,2019-06-27,20190627T104029_20190627T104030_T31TCH,,20190627T104029_20190627T104030_T31TCH,138.481462967491,65.84645715850999,SENTINEL_2,,,
28.485518,COPERNICUS/S2_SR_HARMONIZED/20190630T105039_20190630T105035_T31TCH,,2019-06-30,20190630T105039_20190630T105035_T31TCH,,20190630T105039_20190630T105035_T31TCH,143.29480327,66.7983606866,SENTINEL_2,,,
25.97,LANDSAT/LC08/C02/T1_TOA/LC08_198030_20191001,1.0013106,2019-10-01,1_2_LC08_198030_20191001,,LC08_198030_20191001,157.8000643,41.32346863,LANDSAT_8,OLI_TIRS,198,30
36.949718,COPERNICUS/S2_SR_HARMONIZED/20191003T105031_20191003T105825_T31TCH,,2019-10-03,20191003T105031_20191003T105825_T31TCH,,20191003T105031_20191003T105825_T31TCH,164.805148823,42.1202345419,SENTINEL_2,,,
18.941674,COPERNICUS/S2_SR_HARMONIZED/20191005T104029_20191005T104345_T31TCH,,2019-10-05,20191005T104029_20191005T104345_T31TCH,,20191005T104029_20191005T104345_T31TCH,161.970487482,40.8773185964,SENTINEL_2,,,
0.547016,COPERNICUS/S2_SR_HARMONIZED/20191008T105029_20191008T105335_T31TCH,,2019-10-08,20191008T105029_20191008T105335_T31TCH,,20191008T105029_20191008T105335_T31TCH,165.762805717,40.3020750649,SENTINEL_2,,,
11.394005,COPERNICUS/S2_SR_HARMONIZED/20191010T104031_20191010T104434_T31TCH,,2019-10-10,20191010T104031_20191010T104434_T31TCH,,20191010T104031_20191010T104434_T31TCH,162.986176109,39.0961709973,SENTINEL_2,,,
7.413339,COPERNICUS/S2_SR_HARMONIZED/20191013T105031_20191013T105439_T31TCH,,2019-10-13,20191013T105031_20191013T105439_T31TCH,,20191013T105031_20191013T105439_T31TCH,166.621781334,38.5024554746,SENTINEL_2,,,
37.840022,COPERNICUS/S2_SR_HARMONIZED/20191015T104029_20191015T104023_T31TCH,,2019-10-15,20191015T104029_20191015T104023_T31TCH,,20191015T104029_20191015T104023_T31TCH,163.863797204,37.3298436065,SENTINEL_2,,,
82.9,LANDSAT/LC08/C02/T1_TOA/LC08_198030_20191017,0.9966717,2019-10-17,1_2_LC08_198030_20191017,,LC08_198030_20191017,161.13873423,35.74261294,LANDSAT_8,OLI_TIRS,198,30
95.070015,COPERNICUS/S2_SR_HARMONIZED/20191018T105039_20191018T105338_T31TCH,,2019-10-18,20191018T105039_20191018T105338_T31TCH,,20191018T105039_20191018T105338_T31TCH,167.341707681,36.7291255935,SENTINEL_2,,,
88.585029,COPERNICUS/S2_SR_HARMONIZED/20191020T104051_20191020T104433_T31TCH,,2019-10-20,20191020T104051_20191020T104433_T31TCH,,20191020T104051_20191020T104433_T31TCH,164.633337682,35.5966365194,SENTINEL_2,,,
94.869684,COPERNICUS/S2_SR_HARMONIZED/20191023T105111_20191023T105601_T31TCH,,2019-10-23,20191023T105111_20191023T105601_T31TCH,,20191023T105111_20191023T105601_T31TCH,167.956830449,35.0000311196,SENTINEL_2,,,
1.990781,COPERNICUS/S2_SR_HARMONIZED/20191025T104029_20191025T104457_T31TCH,,2019-10-25,20191025T104029_20191025T104457_T31TCH,,20191025T104029_20191025T104457_T31TCH,165.252755048,33.9032852132,SENTINEL_2,,,
97.539219,COPERNICUS/S2_SR_HARMONIZED/20191028T105049_20191028T105753_T31TCH,,2019-10-28,20191028T105049_20191028T105753_T31TCH,,20191028T105049_20191028T105753_T31TCH,168.424565385,33.3238506734,SENTINEL_2,,,
28.548301,COPERNICUS/S2_SR_HARMONIZED/20191030T104151_20191030T104151_T31TCH,,2019-10-30,20191030T104151_20191030T104151_T31TCH,,20191030T104151_20191030T104151_T31TCH,165.764004545,32.2711566739,SENTINEL_2,,,
70.934461,COPERNICUS/S2_SR_HARMONIZED/20191102T105211_20191102T105441_T31TCH,,2019-11-02,20191102T105211_20191102T105441_T31TCH,,20191102T105211_20191102T105441_T31TCH,168.791441294,31.721435018900003,SENTINEL_2,,,
69.97,LANDSAT/LC08/C02/T1_TOA/LC08_198030_20191102,0.9923468,2019-11-02,1_2_LC08_198030_20191102,,LC08_198030_20191102,163.1625624,30.49223898,LANDSAT_8,OLI_TIRS,198,30
26.485827,COPERNICUS/S2_SR_HARMONIZED/20191104T104119_20191104T104122_T31TCH,,2019-11-04,20191104T104119_20191104T104122_T31TCH,,20191104T104119_20191104T104122_T31TCH,166.12410489,30.7084035262,SENTINEL_2,,,
93.234866,COPERNICUS/S2_SR_HARMONIZED/20191107T105139_20191107T105655_T31TCH,,2019-11-07,20191107T105139_20191107T105655_T31TCH,,20191107T105139_20191107T105655_T31TCH,169.012742998,30.202050595400003,SENTINEL_2,,,
26.885365,COPERNICUS/S2_SR_HARMONIZED/20191109T104251_20191109T104433_T31TCH,,2019-11-09,20191109T104251_20191109T104433_T31TCH,,20191109T104251_20191109T104433_T31TCH,166.38430461,29.2378536433,SENTINEL_2,,,
54.247082,COPERNICUS/S2_SR_HARMONIZED/20191112T105301_20191112T105437_T31TCH,,2019-11-12,20191112T105301_20191112T105437_T31TCH,,20191112T105301_20191112T105437_T31TCH,169.14204821,28.786501049800002,SENTINEL_2,,,
97.866036,COPERNICUS/S2_SR_HARMONIZED/20191114T104209_20191114T104212_T31TCH,,2019-11-14,20191114T104209_20191114T104212_T31TCH,,20191114T104209_20191114T104212_T31TCH,166.495162057,27.8652077076,SENTINEL_2,,,
60.665291,COPERNICUS/S2_SR_HARMONIZED/20191117T105229_20191117T105529_T31TCH,,2019-11-17,20191117T105229_20191117T105529_T31TCH,,20191117T105229_20191117T105529_T31TCH,169.127590993,27.481083456,SENTINEL_2,,,
82.34,LANDSAT/LC08/C02/T1_TOA/LC08_198030_20191118,0.9885328,2019-11-18,1_2_LC08_198030_20191118,,LC08_198030_20191118,163.86103619,26.03887237,LANDSAT_8,OLI_TIRS,198,30
14.330759,COPERNICUS/S2_SR_HARMONIZED/20191119T104331_20191119T104431_T31TCH,,2019-11-19,20191119T104331_20191119T104431_T31TCH,,20191119T104331_20191119T104431_T31TCH,166.51374908,26.612186911099997,SENTINEL_2,,,
97.145749,COPERNICUS/S2_SR_HARMONIZED/20191122T105351_20191122T105436_T31TCH,,2019-11-22,20191122T105351_20191122T105436_T31TCH,,20191122T105351_20191122T105436_T31TCH,169.030197966,26.3059190162,SENTINEL_2,,,
